node_id,section_id,x,y,lon,lat
228,114,414435.366927653,5582548.129600629,-4.203668483143326,50.38875469006621
229,114,415117.946161603,5582925.467640796,-4.19415384568853,50.39224646932514
230,115,414568.20897891914,5582317.933008417,-4.2017478635321694,50.38670420350136
231,115,415207.6550373195,5582699.020999161,-4.192840984526447,50.390223322860905
232,116,414664.86178116483,5582054.632454482,-4.2003288209664635,50.384350778693715
233,116,415407.3570352516,5582398.53631522,-4.1899646344289625,50.3875502832117
234,117,414777.44234137924,5581921.721837151,-4.198715497449722,50.383172042710996
235,117,415491.9277831524,5582089.536923119,-4.1887057849032585,50.38478407281205
236,118,414825.90947937657,5581732.20690451,-4.197991000680632,50.38147504344192
237,118,415603.06071706803,5581845.893701449,-4.187088232877914,50.38260931103648
238,119,414895.0134436845,5581492.099467342,-4.196964923511459,50.379326123205644
239,119,415707.1754713371,5581602.606128386,-4.185569597333543,50.38043671683402
240,120,415027.22543302266,5581265.160876159,-4.19505457407427,50.377304721265844
241,120,415747.8299256974,5581398.532425908,-4.184952205673595,50.37860760639557
242,121,415187.2673640284,5581037.858415808,-4.192753013253561,50.37528402796092
243,121,415788.1369986287,5581156.089610647,-4.184331156278912,50.37643344447948
244,122,415087.6632180302,5580806.28186771,-4.194101186480296,50.373187432983876
245,122,415800.61637416424,5580854.662929083,-4.184088216779482,50.373724938952655
246,123,415056.27745727065,5580645.400665823,-4.194506129241982,50.37173633542434
247,123,415810.35222070594,5580615.302433206,-4.183897767288211,50.371574110291384
248,124,414910.4163410374,5580529.905487027,-4.196530679834537,50.37067677878218
249,124,415756.2117111949,5580392.993399728,-4.184609156528519,50.36956745607892
250,125,413876.30305180466,5580386.659720805,-4.211036172593409,50.3692383049521
251,125,415724.68170647183,5580305.8449123455,-4.185032901699564,50.36877933992386
252,126,414227.0341897307,5580197.926205283,-4.2060624781502876,50.367592550024625
253,126,415700.9420015032,5580247.275797194,-4.185353519293271,50.36824931146272
254,127,414147.30976637866,5579934.798102051,-4.207123200108808,50.36521500942382
255,127,415697.80136811075,5580206.950240227,-4.185388636466112,50.36788627203202
256,128,414740.3912061571,5579877.039352357,-4.198773099769847,50.364781908900746
257,128,415692.9762616392,5580144.996143213,-4.1854425877194315,50.36732851699794
258,129,414934.4737700678,5579729.446010558,-4.196011521847408,50.36348291033042
259,129,415706.257032505,5580122.206950186,-4.185250784317401,50.36712550961674
260,130,415029.1583716207,5579611.482711628,-4.194653945716647,50.36243591999817
261,130,415741.03372751846,5580104.448454489,-4.184757925627954,50.36697081454961
262,131,415178.7165765578,5579444.546702559,-4.192514089919562,50.360956485019855
263,131,415842.799594034,5580032.905968042,-4.183311330412593,50.36634210100989
264,132,415465.5184686901,5578861.7854485605,-4.188351981977994,50.35575782150903
265,132,415895.00671038585,5579967.25254786,-4.182562754412895,50.365759239076766
266,133,415916.58224985795,5579189.657413911,-4.182085763258702,50.35877051915346
267,133,415996.87490116345,5579917.6047400525,-4.181119673342269,50.365327379831704
268,134,416217.7169437368,5579417.172862519,-4.1779038494369365,50.36085919155483
269,134,416219.8642121575,5579861.6574255945,-4.177972599773663,50.3648561184714
270,135,416368.84568911267,5579408.935672003,-4.17577776058969,50.360806622921864
271,135,416494.61445363215,5579904.1465362385,-4.174119823761094,50.365277220034926
272,136,416455.90112874156,5579384.962693855,-4.174548793780053,50.36060343278513
273,136,416831.8031641919,5579861.233592066,-4.1693703814228975,50.36493912150772
274,137,416459.9273376796,5579278.0406872975,-4.174468475260712,50.35964260428122
275,137,416982.0388237155,5579485.6986647,-4.1671756610074215,50.361583670430065
276,138,416665.5033212432,5579159.635756447,-4.171552769486453,50.358607099226184
277,138,416987.0283511303,5579278.1417026175,-4.167059758325335,50.359718100068704
278,139,416629.4912925345,5578748.831730767,-4.171967972439128,50.35490820740295
279,139,417120.6468174351,5579223.477826259,-4.165169627153957,50.35924541532452
280,140,416999.2649587545,5578367.843765589,-4.166687119521798,50.35153476092029
281,140,417185.78334599297,5579192.000997801,-4.164247174407379,50.35897155660135
282,141,417506.9766623118,5578387.175175782,-4.15955633948493,50.351779948932744
283,141,417293.4287027554,5579373.537362376,-4.162774050279607,50.36061900375097
284,142,417741.4451199725,5578637.195824523,-4.156315875004489,50.35406086282154
285,142,417394.4790021892,5579444.798707101,-4.16136932870141,50.36127395334478
286,143,417828.3399300767,5578889.283390747,-4.155149658913432,50.35633968821308
287,143,417709.7249659654,5579437.073539539,-4.156936489183282,50.36124865891549
288,144,417920.90162490256,5578911.325971161,-4.153853534011095,50.3565508032882
289,144,418030.8793593485,5579568.604666434,-4.152450925260204,50.36247616502073
290,145,417952.74024923483,5578841.936848075,-4.153390929230941,50.355931318064016
291,145,418378.6433505732,5579623.583479637,-4.147574477817651,50.363018857046264
292,146,418016.45227206155,5578828.134755067,-4.152492476124098,50.35581609197527
293,146,418963.40778432187,5579652.70171262,-4.139360848818182,50.363361501544155
294,147,418080.1243668709,5578812.522389047,-4.151594194606156,50.35568457595771
295,147,419464.4885787955,5579424.451497216,-4.132268369048316,50.36137793117927
296,148,418109.72188438725,5578748.728441869,-4.151164341769715,50.35511507965396
297,148,419911.6651113338,5578931.976905625,-4.125877936492443,50.35701074890518
298,149,418016.41226082196,5578605.8201224385,-4.152444639193029,50.353817104383
299,149,420131.289579061,5578364.558514963,-4.122670755230845,50.35193849596288
300,150,417867.7580472456,5578507.721280503,-4.154512429826004,50.352914308154574
301,150,420169.83047964884,5577930.591076861,-4.122037146298206,50.34804158317305
302,151,417612.8639225742,5578374.598135106,-4.158065516172018,50.35168168934939
303,151,419987.03348854254,5577613.8101067385,-4.124538611526781,50.345168343915255
304,152,417370.17101912946,5578284.490329469,-4.161456390296226,50.35083745490414
305,152,419796.92892056087,5577454.858216452,-4.127176045317356,50.34371322017062
306,153,417038.2287748735,5578186.421662262,-4.166099592497572,50.3499089706097
307,153,419711.0072273701,5577143.276973096,-4.128316958063659,50.34089984244126
308,154,416988.437000585,5577808.316298466,-4.166715988096125,50.34650216264611
309,154,419784.14278812136,5576799.3027659925,-4.127216174246875,50.337816867767124
310,155,416810.50066612527,5577541.97177774,-4.169157499863794,50.34408217418931
311,155,420218.8060016216,5576377.1079289,-4.121020057714479,50.33407961395485
312,156,416133.60900459165,5577393.889682228,-4.178635547680606,50.34265465737735
313,156,420330.8589234615,5576099.076280462,-4.119387153556898,50.331594770481
314,157,415433.8886182261,5577190.347688091,-4.188421315965269,50.340724421365366
315,157,420221.84363614337,5575784.477747546,-4.12085200091984,50.328751204619294
316,158,415017.90956746787,5576818.39161206,-4.194181927713913,50.33732007075485
317,158,420172.67307629535,5575584.772994563,-4.121500418383087,50.32694883535458
318,159,414548.17866481433,5576402.077527852,-4.200686761312268,50.333508795799695
319,159,420129.57515744725,5575438.353644343,-4.122074776252304,50.325626418219805
320,160,414514.57020296674,5575983.606880358,-4.2010640145759135,50.32974121584927
321,160,420153.97299648885,5575287.506887654,-4.121700158154754,50.32427333774099
322,161,415065.6011993939,5575506.425619824,-4.193216399999967,50.32553029681484
323,161,420233.98097146733,5575032.158254629,-4.120522420573551,50.32198812280699
324,162,415336.2686171274,5575091.704777749,-4.189321676262456,50.321840242877386
325,162,420812.9575464034,5574675.865715267,-4.112316037853367,50.318862477169546
326,163,415347.85396421084,5574727.163670646,-4.189077181420748,50.31856409355809
327,163,423783.6525841997,5574041.184452739,-4.0704673103204705,50.31354709854806
